Area Type,Area Name,Period,SOC Level,Standard Occupational Classification (SOC),Occupational Title,Base Quarter Employment Estimate,Projected Quarter Employment Estimate,Numeric Change,Percentage Change,Exits,Transfers,Total Job Openings,Median Hourly Wage,Median Annual Wage,Entry Level Education,Work Experience,Job Training
State,California,2023-2025,3,43-6000,Secretaries and Administrative Assistants,394200,394600,400,0.1,43110,41630,85140,0.00,0,N/A,N/A,N/A
State,California,2023-2025,4,43-6011,Executive Secretaries and Executive Administrative Assistants,62900,61000,-1900,-3.0,5590,6990,10680,38.58,80240,High school diploma or equivalent,Less than 5 years,None
State,California,2023-2025,4,43-6012,Legal Secretaries and Administrative Assistants,22100,21400,-700,-3.2,2520,2380,4200,25.59,53218,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,43-6013,Medical Secretaries and Administrative Assistants,111200,115300,4100,3.7,12010,11470,27580,22.72,47268,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",198100,196800,-1300,-0.7,22990,20790,42480,24.11,50150,High school diploma or equivalent,None,Short-term on-the-job training
State,California,2023-2025,3,43-9000,Other Office and Administrative Support Workers,382100,381200,-900,-0.2,43600,45200,87900,0.00,0,N/A,N/A,N/A
State,California,2023-2025,4,43-9021,Data Entry Keyers,17600,16900,-700,-4.0,1730,2270,3300,19.50,40554,High school diploma or equivalent,None,Short-term on-the-job training
State,California,2023-2025,4,43-9022,Word Processors and Typists,10500,9800,-700,-6.7,1590,1100,1990,25.02,52040,High school diploma or equivalent,None,Short-term on-the-job training
State,California,2023-2025,4,43-9041,Insurance Claims and Policy Processing Clerks,21000,20700,-300,-1.4,1680,2070,3450,24.36,50656,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",4000,4000,0,0.0,530,510,1040,19.31,40151,High school diploma or equivalent,None,Short-term on-the-job training
State,California,2023-2025,4,43-9061,"Office Clerks, General",282100,283200,1100,0.4,34160,33240,68500,21.05,43787,High school diploma or equivalent,None,Short-term on-the-job training
State,California,2023-2025,4,43-9071,"Office Machine Operators, Except Computer",2500,2400,-100,-4.0,290,370,560,20.21,42052,High school diploma or equivalent,None,Short-term on-the-job training
State,California,2023-2025,4,43-9199,"Office and Administrative Support Workers, All Other",42900,42700,-200,-0.5,3480,5470,8750,21.09,43859,High school diploma or equivalent,None,Short-term on-the-job training
State,California,2023-2025,2,45-0000,"Farming, Fishing, and Forestry Occupations",388700,387300,-1400,-0.4,43680,70060,112340,16.65,34632,N/A,N/A,N/A
State,California,2023-2025,3,45-1000,"Supervisors of Farming, Fishing, and Forestry Workers",17800,17900,100,0.6,1870,2800,4770,0.00,0,N/A,N/A,N/A
State,California,2023-2025,4,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",17800,17900,100,0.6,1870,2800,4770,26.01,54097,High school diploma or equivalent,Less than 5 years,None
State,California,2023-2025,3,45-2000,Agricultural Workers,363800,362100,-1700,-0.5,41060,65760,105120,0.00,0,N/A,N/A,N/A
State,California,2023-2025,4,45-2011,Agricultural Inspectors,2400,2500,100,4.2,230,540,870,23.30,48456,Bachelor's degree,None,Moderate-term on-the-job training
State,California,2023-2025,4,45-2041,"Graders and Sorters, Agricultural Products",8400,8300,-100,-1.2,900,1490,2290,16.47,34260,No formal educational credential,None,Short-term on-the-job training
State,California,2023-2025,4,45-2091,Agricultural Equipment Operators,17300,17300,0,0.0,1960,3130,5090,18.40,38259,No formal educational credential,None,Moderate-term on-the-job training
State,California,2023-2025,4,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",315100,313500,-1600,-0.5,35630,56880,90910,16.49,34291,No formal educational credential,None,Short-term on-the-job training
State,California,2023-2025,4,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",17700,17600,-100,-0.6,2000,3190,5090,22.10,45956,No formal educational credential,None,Short-term on-the-job training
State,California,2023-2025,4,45-2099,"Agricultural Workers, All Other",2300,2300,0,0.0,270,420,690,20.55,42753,No formal educational credential,None,Short-term on-the-job training
State,California,2023-2025,3,45-4000,"Forest, Conservation, and Logging Workers",6700,6900,200,3.0,700,1440,2340,0.00,0,N/A,N/A,N/A
State,California,2023-2025,4,45-4011,Forest and Conservation Workers,3100,3100,0,0.0,340,770,1110,15.50,32235,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,45-4022,Logging Equipment Operators,2000,2100,100,5.0,200,380,680,29.69,61774,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,2,47-0000,Construction and Extraction Occupations,850300,885400,35100,4.1,58030,86250,179380,30.75,63954,N/A,N/A,N/A
State,California,2023-2025,3,47-1000,Supervisors of Construction and Extraction Workers,75500,78800,3300,4.4,5130,7010,15440,0.00,0,N/A,N/A,N/A
State,California,2023-2025,4,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,75500,78800,3300,4.4,5130,7010,15440,43.09,89628,High school diploma or equivalent,5 years or more,None
State,California,2023-2025,3,47-2000,Construction Trades Workers,697400,726800,29400,4.2,46260,69820,145480,0.00,0,N/A,N/A,N/A
State,California,2023-2025,4,47-2021,Brickmasons and Blockmasons,4100,4200,100,2.4,290,360,750,34.87,72519,High school diploma or equivalent,None,Apprenticeship
State,California,2023-2025,4,47-2022,Stonemasons,3200,3300,100,3.1,230,290,620,29.73,61836,High school diploma or equivalent,None,Apprenticeship
State,California,2023-2025,4,47-2031,Carpenters,157400,164500,7100,4.5,11210,15160,33470,31.85,66247,High school diploma or equivalent,None,Apprenticeship
State,California,2023-2025,4,47-2041,Carpet Installers,4600,4500,-100,-2.2,290,410,600,22.84,47516,No formal educational credential,None,Short-term on-the-job training
State,California,2023-2025,4,47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",6400,6700,300,4.7,420,590,1310,25.76,53581,No formal educational credential,None,Moderate-term on-the-job training
State,California,2023-2025,4,47-2044,Tile and Stone Setters,12200,12700,500,4.1,800,1120,2420,29.28,60896,No formal educational credential,None,Long-term on-the-job training
State,California,2023-2025,4,47-2051,Cement Masons and Concrete Finishers,27300,28100,800,2.9,1400,2740,4940,29.48,61298,No formal educational credential,None,Moderate-term on-the-job training
State,California,2023-2025,4,47-2061,Construction Laborers,133600,140400,6800,5.1,9470,13830,30100,24.30,50553,No formal educational credential,None,Short-term on-the-job training
State,California,2023-2025,4,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",2300,2400,100,4.3,160,240,500,32.20,66991,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,47-2073,Operating Engineers and Other Construction Equipment Operators,34100,35700,1600,4.7,2310,3520,7430,39.38,81921,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,47-2081,Drywall and Ceiling Tile Installers,38000,39000,1000,2.6,1850,3210,6060,30.74,63923,No formal educational credential,None,Moderate-term on-the-job training
State,California,2023-2025,4,47-2082,Tapers,5600,5700,100,1.8,270,470,840,27.35,56897,No formal educational credential,None,Moderate-term on-the-job training
State,California,2023-2025,4,47-2111,Electricians,82400,86600,4200,5.1,5620,9110,18930,35.28,73387,High school diploma or equivalent,None,Apprenticeship
State,California,2023-2025,4,47-2121,Glaziers,6800,7000,200,2.9,570,770,1540,29.66,61691,High school diploma or equivalent,None,Apprenticeship
State,California,2023-2025,4,47-2131,"Insulation Workers, Floor, Ceiling, and Wall",1900,2000,100,5.3,110,180,390,27.00,56153,No formal educational credential,None,Short-term on-the-job training
State,California,2023-2025,4,47-2141,"Painters, Construction and Maintenance",60500,62300,1800,3.0,4170,5240,11210,24.75,51483,No formal educational credential,None,Moderate-term on-the-job training
State,California,2023-2025,4,47-2142,Paperhangers,1400,1400,0,0.0,90,120,210,24.10,50130,No formal educational credential,None,Long-term on-the-job training
State,California,2023-2025,4,47-2151,Pipelayers,2500,2500,0,0.0,110,260,370,29.65,61681,No formal educational credential,None,Short-term on-the-job training
State,California,2023-2025,4,47-2152,"Plumbers, Pipefitters, and Steamfitters",44200,46000,1800,4.1,2840,4840,9480,31.12,64739,High school diploma or equivalent,None,Apprenticeship
State,California,2023-2025,4,47-2161,Plasterers and Stucco Masons,8500,8700,200,2.4,530,690,1420,28.42,59118,No formal educational credential,None,Long-term on-the-job training
State,California,2023-2025,4,47-2171,Reinforcing Iron and Rebar Workers,4600,4700,100,2.2,330,410,840,28.21,58674,High school diploma or equivalent,None,Apprenticeship
State,California,2023-2025,4,47-2181,Roofers,21400,22100,700,3.3,1180,2150,4030,30.80,64057,No formal educational credential,None,Moderate-term on-the-job training
State,California,2023-2025,4,47-2211,Sheet Metal Workers,12100,12400,300,2.5,900,1320,2520,37.80,78646,High school diploma or equivalent,None,Apprenticeship
State,California,2023-2025,4,47-2221,Structural Iron and Steel Workers,9500,9800,300,3.2,490,1150,1940,31.51,65545,High school diploma or equivalent,None,Apprenticeship
State,California,2023-2025,4,47-2231,Solar Photovoltaic Installers,10300,11300,1000,9.7,460,1420,2880,24.61,51194,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,3,47-3000,"Helpers, Construction Trades",22700,23400,700,3.1,1650,3410,5760,0.00,0,N/A,N/A,N/A
State,California,2023-2025,4,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",4400,4400,0,0.0,320,650,970,22.24,46255,No formal educational credential,None,Short-term on-the-job training
State,California,2023-2025,4,47-3012,Helpers--Carpenters,3000,3100,100,3.3,220,460,780,23.87,49634,No formal educational credential,None,Short-term on-the-job training
State,California,2023-2025,4,47-3013,Helpers--Electricians,3800,3900,100,2.6,280,570,950,20.42,42464,High school diploma or equivalent,None,Short-term on-the-job training
State,California,2023-2025,4,47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",2600,2700,100,3.8,190,390,680,20.56,42774,No formal educational credential,None,Short-term on-the-job training
State,California,2023-2025,4,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",2700,2800,100,3.7,200,410,710,19.21,39943,High school diploma or equivalent,None,Short-term on-the-job training
State,California,2023-2025,4,47-3016,Helpers--Roofers,1400,1500,100,7.1,110,220,430,22.51,46824,No formal educational credential,None,Short-term on-the-job training
State,California,2023-2025,4,47-3019,"Helpers, Construction Trades, All Other",4800,4900,100,2.1,350,720,1170,21.73,45202,No formal educational credential,None,Short-term on-the-job training
State,California,2023-2025,3,47-4000,Other Construction and Related Workers,44700,46200,1500,3.4,4240,4700,10440,0.00,0,N/A,N/A,N/A
State,California,2023-2025,4,47-4011,Construction and Building Inspectors,15000,15500,500,3.3,1990,1460,3950,46.49,96706,High school diploma or equivalent,5 years or more,Moderate-term on-the-job training
State,California,2023-2025,4,47-4021,Elevator and Escalator Installers and Repairers,2300,2400,100,4.3,140,240,480,63.00,131048,High school diploma or equivalent,None,Apprenticeship
State,California,2023-2025,4,47-4031,Fence Erectors,7500,7800,300,4.0,410,850,1560,21.70,45119,No formal educational credential,None,Moderate-term on-the-job training
State,California,2023-2025,4,47-4041,Hazardous Materials Removal Workers,7500,7700,200,2.7,670,940,1810,25.40,52826,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,47-4051,Highway Maintenance Workers,7100,7300,200,2.8,640,640,1480,26.03,54128,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,2800,2900,100,3.6,210,300,610,23.97,49861,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,47-4090,Miscellaneous Construction and Related Workers,2200,2300,100,4.5,170,250,520,28.53,59335,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,3,47-5000,Extraction Workers,10000,10200,200,2.0,750,1310,2260,0.00,0,N/A,N/A,N/A
State,California,2023-2025,4,47-5013,"Service Unit Operators, Oil and Gas",2500,2500,0,0.0,150,360,510,29.23,60803,No formal educational credential,None,Moderate-term on-the-job training
State,California,2023-2025,4,47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",1400,1400,0,0.0,130,150,280,32.40,67394,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
State,California,2023-2025,4,47-5023,"Earth Drillers, Except Oil and Gas",2000,2100,100,5.0,190,220,510,29.32,60989,High school diploma or equivalent,Less than 5 years,Long-term on-the-job training
State,California,2023-2025,4,47-5071,"Roustabouts, Oil and Gas",1200,1200,0,0.0,70,180,250,30.10,62600,No formal educational credential,None,Moderate-term on-the-job training
State,California,2023-2025,2,49-0000,"Installation, Maintenance, and Repair Occupations",586900,603400,16500,2.8,45650,58630,120780,29.50,61383,N/A,N/A,N/A
State,California,2023-2025,3,49-1000,"Supervisors of Installation, Maintenance, and Repair Workers",50600,52000,1400,2.8,3950,4450,9800,0.00,0,N/A,N/A,N/A
State,California,2023-2025,4,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",50600,52000,1400,2.8,3950,4450,9800,40.29,83799,High school diploma or equivalent,Less than 5 years,None
State,California,2023-2025,3,49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",56900,57700,800,1.4,4110,6870,11780,0.00,0,N/A,N/A,N/A
State,California,2023-2025,4,49-2011,"Computer, Automated Teller, and Office Machine Repairers",12800,12600,-200,-1.6,870,1560,2230,24.81,51610,"Some college, no degree",None,Short-term on-the-job training
State,California,2023-2025,4,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",1400,1400,0,0.0,100,180,280,35.17,73166,Associate's degree,None,Moderate-term on-the-job training
State,California,2023-2025,4,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",16100,16200,100,0.6,1150,2090,3340,33.14,68938,Postsecondary non-degree award,None,Moderate-term on-the-job training
State,California,2023-2025,4,49-2091,Avionics Technicians,3600,3800,200,5.6,370,280,850,42.78,88981,Associate's degree,None,None
State,California,2023-2025,4,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",5700,5800,100,1.8,380,580,1060,35.99,74856,Postsecondary non-degree award,None,Long-term on-the-job training
State,California,2023-2025,4,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",1800,1800,0,0.0,120,180,300,51.98,108123,Postsecondary non-degree award,Less than 5 years,Moderate-term on-the-job training
State,California,2023-2025,4,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",1100,1100,0,0.0,80,120,200,18.02,37474,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,49-2097,Audiovisual Equipment Installers and Repairers,2800,2900,100,3.6,150,400,650,24.45,50854,Postsecondary non-degree award,None,Short-term on-the-job training
State,California,2023-2025,4,49-2098,Security and Fire Alarm Systems Installers,10000,10400,400,4.0,770,1330,2500,30.48,63394,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,3,49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",169600,174600,5000,2.9,12350,17110,34460,0.00,0,N/A,N/A,N/A
State,California,2023-2025,4,49-3011,Aircraft Mechanics and Service Technicians,14900,15400,500,3.4,890,1290,2680,38.23,79519,Postsecondary non-degree award,None,None
State,California,2023-2025,4,49-3021,Automotive Body and Related Repairers,14600,15200,600,4.1,1280,1270,3150,30.14,62679,High school diploma or equivalent,None,Long-term on-the-job training
State,California,2023-2025,4,49-3022,Automotive Glass Installers and Repairers,1800,1900,100,5.6,100,190,390,24.88,51745,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,49-3023,Automotive Service Technicians and Mechanics,72000,74300,2300,3.2,5080,7230,14610,29.75,61881,Postsecondary non-degree award,None,Short-term on-the-job training
State,California,2023-2025,4,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,22300,22800,500,2.2,1610,2100,4210,31.34,65176,High school diploma or equivalent,None,Long-term on-the-job training
State,California,2023-2025,4,49-3041,Farm Equipment Mechanics and Service Technicians,5600,5700,100,1.8,370,560,1030,24.40,50740,High school diploma or equivalent,None,Long-term on-the-job training
State,California,2023-2025,4,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",14500,15100,600,4.1,960,1470,3030,32.80,68233,High school diploma or equivalent,None,Long-term on-the-job training
State,California,2023-2025,4,49-3051,Motorboat Mechanics and Service Technicians,2000,2100,100,5.0,210,200,510,29.27,60875,High school diploma or equivalent,None,Long-term on-the-job training
State,California,2023-2025,4,49-3052,Motorcycle Mechanics,2000,1900,-100,-5.0,200,190,290,23.76,49434,Postsecondary non-degree award,None,Short-term on-the-job training
State,California,2023-2025,4,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,3900,3900,0,0.0,400,370,770,21.96,45682,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,49-3091,Bicycle Repairers,2800,2900,100,3.6,220,400,720,19.34,40210,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,49-3092,Recreational Vehicle Service Technicians,1600,1600,0,0.0,120,220,340,27.48,57165,High school diploma or equivalent,None,Long-term on-the-job training
State,California,2023-2025,4,49-3093,Tire Repairers and Changers,10800,11100,300,2.8,870,1550,2720,18.30,38055,High school diploma or equivalent,None,Short-term on-the-job training
State,California,2023-2025,3,49-9000,"Other Installation, Maintenance, and Repair Occupations",309900,319100,9200,3.0,25240,30200,64640,0.00,0,N/A,N/A,N/A
State,California,2023-2025,4,49-9011,Mechanical Door Repairers,2200,2400,200,9.1,160,180,540,24.85,51693,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",4700,4900,200,4.3,330,370,900,41.94,87240,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",42300,44300,2000,4.7,2720,4470,9190,30.30,63041,Postsecondary non-degree award,None,Long-term on-the-job training
State,California,2023-2025,4,49-9031,Home Appliance Repairers,3600,3700,100,2.8,280,340,720,23.24,48315,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,49-9041,Industrial Machinery Mechanics,27100,28200,1100,4.1,1970,2290,5360,31.53,65570,High school diploma or equivalent,None,Long-term on-the-job training
State,California,2023-2025,4,49-9043,"Maintenance Workers, Machinery",3700,3800,100,2.7,360,330,790,29.14,60627,High school diploma or equivalent,None,Long-term on-the-job training
State,California,2023-2025,4,49-9044,Millwrights,2100,2200,100,4.8,140,200,440,30.32,63072,High school diploma or equivalent,None,Apprenticeship
State,California,2023-2025,4,49-9051,Electrical Power-Line Installers and Repairers,9300,9900,600,6.5,520,920,2040,52.01,108185,High school diploma or equivalent,None,Long-term on-the-job training
State,California,2023-2025,4,49-9052,Telecommunications Line Installers and Repairers,12800,12900,100,0.8,790,1480,2370,39.61,82390,High school diploma or equivalent,None,Long-term on-the-job training
State,California,2023-2025,4,49-9061,Camera and Photographic Equipment Repairers,1000,1100,100,10.0,80,110,290,22.06,45890,High school diploma or equivalent,None,Long-term on-the-job training
State,California,2023-2025,4,49-9062,Medical Equipment Repairers,6300,6500,200,3.2,490,670,1360,30.05,62513,Associate's degree,None,Moderate-term on-the-job training
State,California,2023-2025,4,49-9069,"Precision Instrument and Equipment Repairers, All Other",2700,2700,0,0.0,210,280,490,33.82,70337,High school diploma or equivalent,None,Long-term on-the-job training
State,California,2023-2025,4,49-9071,"Maintenance and Repair Workers, General",144000,147700,3700,2.6,12850,13310,29860,24.00,49921,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",4300,4400,100,2.3,460,510,1070,24.58,51134,High school diploma or equivalent,None,Short-term on-the-job training
State,California,2023-2025,4,49-9092,Commercial Divers,1100,1100,0,0.0,90,120,210,53.53,111325,Postsecondary non-degree award,None,Moderate-term on-the-job training
State,California,2023-2025,4,49-9094,Locksmiths and Safe Repairers,2700,2700,0,0.0,320,270,590,25.46,52968,High school diploma or equivalent,None,Long-term on-the-job training
State,California,2023-2025,4,49-9096,Riggers,1600,1700,100,6.3,160,180,440,39.60,82369,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",8100,8400,300,3.7,1010,820,2130,18.77,39029,High school diploma or equivalent,None,Short-term on-the-job training
State,California,2023-2025,4,49-9099,"Installation, Maintenance, and Repair Workers, All Other",27900,28400,500,1.8,2160,3120,5780,22.57,46947,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,2,51-0000,Production Occupations,851700,849300,-2400,-0.3,76550,107120,181270,21.20,44092,N/A,N/A,N/A
State,California,2023-2025,3,51-1000,Supervisors of Production Workers,52500,53100,600,1.1,3800,5960,10360,0.00,0,N/A,N/A,N/A
State,California,2023-2025,4,51-1011,First-Line Supervisors of Production and Operating Workers,52500,53100,600,1.1,3800,5960,10360,34.17,71083,High school diploma or equivalent,Less than 5 years,None
State,California,2023-2025,3,51-2000,Assemblers and Fabricators,171300,169500,-1800,-1.1,15160,20850,34210,0.00,0,N/A,N/A,N/A
State,California,2023-2025,4,51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",2200,2300,100,4.5,190,290,580,28.71,59724,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-2028,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",47300,47600,300,0.6,4710,5300,10310,21.85,45458,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-2031,Engine and Other Machine Assemblers,1100,1100,0,0.0,130,150,280,23.04,47927,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-2041,Structural Metal Fabricators and Fitters,3300,3200,-100,-3.0,240,420,560,24.89,51762,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-2090,Miscellaneous Assemblers and Fabricators,116000,113900,-2100,-1.8,9750,14530,22180,19.07,39674,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,3,51-3000,Food Processing Workers,85400,87500,2100,2.5,9940,12500,24540,0.00,0,N/A,N/A,N/A
State,California,2023-2025,4,51-3011,Bakers,26100,27200,1100,4.2,3770,4010,8880,18.55,38579,No formal educational credential,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-3021,Butchers and Meat Cutters,19900,20200,300,1.5,1980,2740,5020,19.15,39830,No formal educational credential,None,Long-term on-the-job training
State,California,2023-2025,4,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",8500,8700,200,2.4,850,1170,2220,17.16,35693,No formal educational credential,None,Short-term on-the-job training
State,California,2023-2025,4,51-3023,Slaughterers and Meat Packers,4500,4500,0,0.0,450,610,1060,16.61,34557,No formal educational credential,None,Short-term on-the-job training
State,California,2023-2025,4,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",1200,1300,100,8.3,130,200,430,19.24,40018,No formal educational credential,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-3092,Food Batchmakers,13100,13400,300,2.3,1700,2230,4230,18.61,38705,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-3093,Food Cooking Machine Operators and Tenders,1800,1800,0,0.0,160,350,510,17.41,36214,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-3099,"Food Processing Workers, All Other",10200,10500,300,2.9,900,1200,2400,17.67,36766,No formal educational credential,None,Moderate-term on-the-job training
State,California,2023-2025,3,51-4000,Metal Workers and Plastic Workers,127900,127500,-400,-0.3,9560,15560,24720,0.00,0,N/A,N/A,N/A
State,California,2023-2025,4,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",3900,3800,-100,-2.6,300,490,690,18.84,39194,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",3100,3100,0,0.0,240,390,630,24.35,50647,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",8400,8200,-200,-2.4,580,1030,1410,22.45,46687,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1000,1000,0,0.0,140,120,260,22.82,47479,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",9800,9700,-100,-1.0,770,1270,1940,19.37,40309,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",3100,3000,-100,-3.2,420,360,680,24.70,51366,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",2300,2300,0,0.0,310,270,580,25.71,53461,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-4041,Machinists,30000,30300,300,1.0,2410,3430,6140,25.59,53232,High school diploma or equivalent,None,Long-term on-the-job training
State,California,2023-2025,4,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",11000,10600,-400,-3.6,680,1220,1500,19.68,40924,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",4200,4200,0,0.0,330,480,810,19.73,41028,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-4111,Tool and Die Makers,1900,1900,0,0.0,190,200,390,33.56,69802,Postsecondary non-degree award,None,Long-term on-the-job training
State,California,2023-2025,4,51-4121,"Welders, Cutters, Solderers, and Brazers",32500,33100,600,1.8,1990,4350,6940,25.57,53190,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",3300,3200,-100,-3.0,200,430,530,23.68,49251,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",1000,1000,0,0.0,80,110,190,22.98,47792,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",5400,5200,-200,-3.7,420,600,820,21.18,44040,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-4199,"Metal Workers and Plastic Workers, All Other",2900,2800,-100,-3.4,230,330,460,19.35,40247,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,3,51-5100,Printing Workers,17400,16700,-700,-4.0,1580,2050,2930,0.00,0,N/A,N/A,N/A
State,California,2023-2025,4,51-5111,Prepress Technicians and Workers,2300,2200,-100,-4.3,270,290,460,23.15,48146,Postsecondary non-degree award,None,None
State,California,2023-2025,4,51-5112,Printing Press Operators,13100,12600,-500,-3.8,1140,1580,2220,21.11,43915,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-5113,Print Binding and Finishing Workers,2000,1900,-100,-5.0,170,190,260,20.01,41623,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,3,51-6000,"Textile, Apparel, and Furnishings Workers",53100,51500,-1600,-3.0,7080,5510,10990,0.00,0,N/A,N/A,N/A
